PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
405U,2009,6,2,1,24.8418167,-80.62385,17.8,8.4,7276238,SPGR_LR,4,10,12,2,APO BINO,0,0,1,1,FMLR,FLA KEYS
406U,2009,6,2,1,24.8473333,-80.617,10.8,8.4,7287491,SPGR_LR,4,10,12,395,BRO BARB,0,0,1,1,FMLR,FLA KEYS
408U,2009,6,3,1,24.8132,-80.6643833,21.5,9.9,7197472,SPGR_LR,4,10,0,705,GOB SPE.,0,0,1,0,FDLR,FLA KEYS
409U,2009,6,3,1,24.81845,-80.6568167,17.5,9.1,7212475,SPGR_LR,4,10,0,394,COR LIPE,0,0,1,0,FMLR,FLA KEYS
410U,2009,6,2,1,24.8231167,-80.6515,23.2,6.9,7223728,SPGR_LR,4,10,0,391,OPI MACR,0,0,1,0,FDLR,FLA KEYS
411U,2009,6,2,1,24.8349333,-80.6329,24.7,8.4,7257484,SPGR_LR,4,10,0,161,CHR MULT,6,17.5,1,0,FDLR,FLA KEYS
412U,2009,7,7,2,24.9374167,-80.46895,21.5,12.2,7568791,SPGR_LR,4,10,0,30,SCA CRIS,0,0,1,0,FDLR,FLA KEYS
413U,2009,8,11,2,24.9566,-80.4477833,25.1,24.4,7606302,SPGR_LR,4,10,0,93,HAE FLAV,0,0,1,0,FDLR,FLA KEYS
414U,2009,8,13,1,25.0044167,-80.3877667,14.6,30.5,7718828,SPGR_LR,4,11,0,93,HAE FLAV,0,0,1,0,FMLR,FLA KEYS
415U,2009,7,15,1,25.0035,-80.38205,18.4,13.7,7730078,SPGR_LR,4,11,0,75,COR PERS,2,5,1,0,FDLR,FLA KEYS
416U,2009,7,14,2,25.034,-80.3460333,20,15.2,7797595,SPGR_LR,4,11,0,735,ALU SPE.,0,0,1,0,FDLR,FLA KEYS
417U,2009,6,11,2,25.0986167,-80.29225,20.4,11.4,7898881,SPGR_LR,4,11,0,735,ALU SPE.,0,0,1,0,FDLR,FLA KEYS
418U,2009,6,11,1,25.1156,-80.2768667,21.6,11.4,7928890,SPGR_LR,4,11,0,116,HAL PICT,0,0,1,0,FDLR,FLA KEYS
419U,2009,9,3,2,25.1241,-80.2691333,23.8,19.8,7943895,SPGR_LR,4,11,0,170,PRI AREN,0,0,1,0,FDLR,FLA KEYS
420U,2009,9,1,1,25.1429,-80.2532333,21.8,16,7973905,SPGR_HR,4,11,0,26,APO MACU,0,0,1,0,HRRF,FLA KEYS
421U,2009,9,16,2,25.19545,-80.2183,27.9,13.7,8037685,ISOL_LR,4,11,0,30,SCA CRIS,0,0,1,0,FDLR,FLA KEYS
422U,2009,8,28,1,25.2632114,-80.1806877,19.8,12.2,8108972,SPGR_HR,4,11,0,422,HAR HUME,0,0,1,0,HRRF,FLA KEYS
423U,2009,9,14,1,25.2033833,-80.2139667,18.3,11.4,8045189,SPGR_LR,4,11,1,114,HAL GARN,8,1,1,1,FMLR,FLA KEYS
424U,2009,8,5,1,25.2269167,-80.2005,23.6,9.9,8071452,SPGR_LR,4,11,1,200,CEP FULV,20,0.5,1,1,FMLR,FLA KEYS
425U,2009,7,15,1,25.0054833,-80.3785833,14.9,13.7,7737579,SPGR_LR,4,11,6,260,PAG PAGR,0,0,1,1,FMLR,FLA KEYS
426U,2009,7,14,2,25.0167833,-80.3667,11.1,24.4,7760085,SPGR_LR,4,11,6,74,COR GLAU,3,0.5,1,1,FMLR,FLA KEYS
427U,2009,7,8,1,24.9517167,-80.4520667,16.6,18.3,7598799,SPGR_LR,4,10,8,177,SCA ISER,6,0.5,1,1,FMLR,FLA KEYS
428U,2009,7,8,1,24.9548167,-80.4521333,15.4,11.4,7598801,SPGR_LR,4,10,8,113,HAL BIVI,4,0.5,3,1,FMLR,FLA KEYS
429U,2009,7,16,2,24.8008,-80.6788333,20.6,13.7,7171215,SPGR_LR,4,10,0,264,SPH TEST,0,0,1,0,FDLR,FLA KEYS
430U,2009,7,7,2,24.8985,-80.53595,16.5,10.7,7441269,SPGR_LR,4,10,0,186,PRO ACUL,0,0,1,0,FMLR,FLA KEYS
431U,2009,9,30,2,25.4560726,-80.1719234,3.7,6.9,8124079,ISOL_MR,1,12,0,40,DEC MACA,0,0,1,0,INPR,FLA KEYS
432U,2009,9,29,2,25.4688395,-80.1582057,4.4,9.1,8150336,ISOL_MR,1,12,0,182,SPA AURO,10,2,1,0,INPR,FLA KEYS
433U,2009,9,24,1,25.4987333,-80.1419,5.5,4.9,8180353,ISOL_MR,1,12,0,188,PAR ACUM,0,0,1,0,INPR,FLA KEYS
434U,2009,9,24,1,25.5012833,-80.1395333,5.2,5.3,8184104,ISOL_MR,1,12,0,21,MEL NIGE,0,0,1,0,INPR,FLA KEYS
435U,2009,5,29,1,25.7495,-80.12325,4.9,4.3,8210492,ISOL_LR,1,12,0,97,HAE PLUM,0,0,1,0,INPR,FLA KEYS
436U,2009,5,29,1,25.74665,-80.1214833,6.6,5.3,8214240,ISOL_LR,1,12,0,735,ALU SPE.,0,0,1,0,INPR,FLA KEYS
438U,2009,5,27,2,25.7526,-80.1220167,7.3,6.1,8214243,ISOL_LR,1,12,0,214,MYC BONA,0,0,1,0,INPR,FLA KEYS
439U,2009,9,9,1,25.32075,-80.20795,3.8,11.4,8056504,ISOL_MR,2,12,0,230,CHA LIMB,0,0,1,0,MCPR,FLA KEYS
440U,2009,9,9,1,25.3213167,-80.2057833,4.6,12.2,8060254,ISOL_MR,2,12,0,173,CRY ROSE,0,0,1,0,MCPR,FLA KEYS
441U,2009,9,24,2,25.333136,-80.1769766,7.6,15.2,8116511,ISOL_MR,2,12,0,249,HAL CYAN,0,0,1,0,MCPR,FLA KEYS
442U,2009,9,3,2,25.3830167,-80.1765374,5,10.7,8116539,ISOL_MR,2,12,0,429,AST GUTT,0,0,1,0,MCPR,FLA KEYS
443U,2009,9,24,2,25.3620485,-80.1714259,6.7,12.2,8124027,ISOL_MR,2,12,0,157,ABU SAXA,8,2,1,0,MCPR,FLA KEYS
444U,2009,9,3,1,25.3850675,-80.1679981,2.3,13,8131540,ISOL_MR,2,12,0,51,CHA STRI,0,0,1,0,MCPR,FLA KEYS
445U,2009,9,3,1,25.3949278,-80.1671893,3.2,10.7,8131545,ISOL_MR,2,12,0,235,SPH MOKA,0,0,1,0,MCPR,FLA KEYS
446U,2009,9,3,2,25.3913361,-80.1641504,2.4,12.2,8139043,ISOL_MR,2,12,0,735,ALU SPE.,0,0,1,0,MCPR,FLA KEYS
447U,2009,9,22,1,25.411119,-80.160705,5.9,8.4,8146554,ISOL_MR,2,12,0,88,ANI VIRG,0,0,1,0,MCPR,FLA KEYS
448U,2009,8,27,2,25.3628775,-80.1583537,7.6,13.7,8150277,ISOL_MR,2,12,0,25,TYL CROC,0,0,1,0,MCPR,FLA KEYS
449U,2009,9,29,2,25.4508273,-80.1583665,4.1,5.8,8150326,ISOL_MR,2,12,0,128,LUT CYAN,0,0,1,0,MCPR,FLA KEYS
450U,2009,8,27,1,25.3605085,-80.1560682,8.1,12.2,8154026,ISOL_MR,2,12,0,124,THA BIFA,7.5,4.5,1,0,MCPR,FLA KEYS
451U,2009,9,23,2,25.4287432,-80.1538076,2,7.6,8157814,ISOL_MR,2,12,0,160,CHR INSO,0,0,1,0,MCPR,FLA KEYS
452U,2009,9,23,1,25.4407412,-80.1538624,3.5,6.9,8157821,ISOL_MR,2,12,0,132,LUT SYNA,0,0,1,0,MCPR,FLA KEYS
453U,2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,ISOL_MR,2,12,0,97,HAE PLUM,14,2.625,1,0,MCPR,FLA KEYS
454U,2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,ISOL_MR,2,12,0,132,LUT SYNA,0,0,1,0,MCPR,FLA KEYS
455U,2009,9,29,1,25.4720448,-80.1445144,5.6,6.1,8172838,ISOL_MR,2,12,0,445,SYN SYNO,0,0,1,0,MCPR,FLA KEYS
456U,2009,9,22,2,25.4114389,-80.1445576,7.9,9.9,8176554,ISOL_MR,2,12,0,290,IST PLAT,0,0,1,0,MCPR,FLA KEYS
457U,2009,9,29,1,25.4542132,-80.140184,4.1,6.1,8184078,ISOL_MR,2,12,0,177,SCA ISER,4.5,0.125,1,0,MCPR,FLA KEYS
458U,2009,9,29,1,25.4761567,-80.140961,5.3,6.7,8180340,ISOL_MR,2,12,0,13,AUL MACU,0,0,1,0,MCPR,FLA KEYS
459U,2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,ISOL_MR,2,12,0,171,HET CRUE,0,0,1,0,MCPR,FLA KEYS
461U,2009,9,24,2,25.4942,-80.1351833,6.9,11.4,8191600,ISOL_MR,2,12,0,182,SPA AURO,15,2.5,1,0,MCPR,FLA KEYS
462U,2009,9,22,1,25.5068333,-80.1343,6.9,5,8191607,ISOL_MR,2,12,0,182,SPA AURO,12.5,0.125,1,0,MCPR,FLA KEYS
463U,2009,9,29,2,25.4501774,-80.1342515,4,6.9,8195326,ISOL_MR,2,12,0,338,COR PUNC,0,0,1,0,MCPR,FLA KEYS
465U,2009,9,11,2,25.3017833,-80.1959167,8.8,13.7,8078994,ISOL_MR,3,12,0,381,STR NOTA,0,0,1,0,OFPR,FLA KEYS
466U,2009,9,9,1,25.3107667,-80.191,8.2,10.7,8090249,ISOL_MR,3,12,0,224,SER TORT,0,0,1,0,OFPR,FLA KEYS
467U,2009,9,2,2,25.3280468,-80.1680135,10.2,13.7,8131508,ISOL_MR,3,12,0,74,COR GLAU,3.5,2.625,1,0,OFPR,FLA KEYS
468U,2009,9,2,1,25.3289459,-80.1681963,10.2,14.5,8131509,ISOL_MR,3,12,0,338,COR PUNC,0,0,1,0,OFPR,FLA KEYS
469U,2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,ISOL_MR,3,12,0,224,SER TORT,0,0,1,0,OFPR,FLA KEYS
470U,2009,9,10,2,25.344483,-80.1533934,6.3,14.5,8157767,ISOL_MR,3,12,0,1,ANT OCEL,0,0,1,0,OFPR,FLA KEYS
472U,2009,9,24,1,25.3294996,-80.1837191,3.4,12.2,8101509,CONT_LR,4,12,0,155,POM ARCU,14,0.5,1,0,FSLR,FLA KEYS
473U,2009,9,24,1,25.3291792,-80.180062,4,11.9,8109009,CONT_LR,4,12,0,92,HAE CHRY,0,0,1,0,FSLR,FLA KEYS
474U,2009,9,15,1,25.3834861,-80.138021,5,10.7,8187789,SPGR_LR,4,12,0,112,DOR MEGA,0,0,1,0,FSLR,FLA KEYS
475U,2009,9,15,1,25.3850315,-80.1363734,2.7,12.2,8191540,CONT_LR,4,12,0,176,SCA COER,27,0.5,1,0,FSLR,FLA KEYS
476U,2009,9,17,1,25.4049355,-80.1321614,4.3,9.9,8199051,SPGR_LR,4,12,0,137,PSE MACU,0,0,1,0,FSLR,FLA KEYS
477U,2009,9,17,1,25.4125655,-80.1316685,5.6,9.9,8199055,ISOL_LR,4,12,0,40,DEC MACA,0,0,1,0,FSLR,FLA KEYS
478U,2009,9,17,1,25.5618667,-80.1152667,6.1,12.2,8229138,ISOL_LR,4,12,0,124,THA BIFA,5,4,1,0,FMLR,FLA KEYS
479U,2009,9,17,2,25.5625667,-80.10155,7.3,13,8255388,CONT_LR,4,12,0,95,HAE MELA,0,0,1,0,FMLR,FLA KEYS
481U,2009,10,1,2,25.3541755,-80.1552765,7.8,15.2,8154023,SPGR_LR,4,12,0,63,AST PUNC,0,0,1,0,FMLR,FLA KEYS
482U,2009,9,10,1,25.3488426,-80.1530964,7.3,12.7,8161520,SPGR_LR,4,12,0,7,ACA BAHI,14,1.75,1,0,FMLR,FLA KEYS
483U,2009,9,15,2,25.3842521,-80.1452131,7.6,10.7,8172789,SPGR_LR,4,12,0,238,CAN ROST,6,0.5,1,0,FMLR,FLA KEYS
484U,2009,9,22,1,25.4125981,-80.136635,6.4,9.1,8191555,CONT_LR,4,12,0,181,SPA ATOM,6,12,1,0,FMLR,FLA KEYS
485U,2009,9,24,1,25.4971333,-80.1091167,9.5,18.3,8240352,SPGR_LR,4,12,0,176,SCA COER,0,0,1,0,FMLR,FLA KEYS
486U,2009,9,17,2,25.5729833,-80.1030333,8.1,14.5,8251644,CONT_LR,4,12,0,156,POM PARU,30,0.5,1,0,FMLR,FLA KEYS
487U,2009,9,24,1,25.48455,-80.12665,7.3,23.6,8206595,ISOL_LR,4,12,0,705,GOB SPE.,0,0,1,0,FMLR,FLA KEYS
488U,2009,9,30,1,25.5121272,-80.1238802,8.1,13.4,8214110,ISOL_LR,4,12,0,414,MYC ACUT,0,0,1,0,FMLR,FLA KEYS
489U,2009,9,22,1,25.5551167,-80.1134333,6.9,6.1,8232884,ISOL_LR,4,12,0,45,TRA FALC,0,0,1,0,FMLR,FLA KEYS
490U,2009,9,16,1,25.5966667,-80.1009,5.5,15.2,8255407,ISOL_LR,4,12,0,127,LUT BUCC,0,0,1,0,FMLR,FLA KEYS
491U,2009,9,17,2,25.4094887,-80.1332256,5,8.4,8195303,RUBB_LR,4,12,0,437,LIO MOWB,0,0,1,0,FSLR,FLA KEYS
492U,2009,9,9,1,25.4896607,-80.1133706,4.6,13.7,8232848,RUBB_LR,4,12,0,12,HYP HARR,0,0,1,0,FSLR,FLA KEYS
493U,2009,9,16,2,25.58695,-80.0988,5.2,16.8,8259152,RUBB_LR,4,12,0,757,STE SPE.,0,0,1,0,FSLR,FLA KEYS
494U,2009,9,16,2,25.5913,-80.0989833,5,16.8,8259154,RUBB_LR,4,12,0,102,SAR CORU,0,0,1,0,FSLR,FLA KEYS
495U,2009,10,1,2,25.3729693,-80.1398842,4.9,17.5,8184033,SPGR_HR,4,12,0,26,APO MACU,0,0,1,0,HRRF,FLA KEYS
496U,2009,8,27,1,25.3658459,-80.1378439,14.8,17.5,8187779,SPGR_LR,4,12,0,123,LAC MAXI,20,0.5,1,0,FMLR,FLA KEYS
497U,2009,9,17,1,25.5658,-80.0991333,8.5,12.2,8259140,CONT_LR,4,12,0,102,SAR CORU,0,0,1,0,FMLR,FLA KEYS
498U,2009,9,17,1,25.5892,-80.09705,4.1,13.7,8262903,CONT_LR,4,12,0,51,CHA STRI,0,0,1,0,FSLR,FLA KEYS
499U,2009,9,2,2,25.3013433,-80.1683681,10.5,12.2,8131493,CONT_LR,4,12,0,167,STE PART,4.5,0.375,1,0,FMLR,FLA KEYS
500U,2009,9,23,1,25.4255838,-80.1239523,7.5,14.5,8214062,SPGR_LR,4,12,0,437,LIO MOWB,0,0,1,0,FMLR,FLA KEYS
501U,2009,9,30,2,25.5116775,-80.1051731,11,11.4,8247860,SPGR_LR,4,12,0,83,PTE HELE,0,0,1,0,FMLR,FLA KEYS
502U,2009,9,30,2,25.4987541,-80.103019,14.8,13,8251603,SPGR_LR,4,12,0,160,CHR INSO,0,0,1,0,FMLR,FLA KEYS
503U,2009,9,22,2,25.5606167,-80.0965,14.8,12.2,8262887,SPGR_LR,4,12,0,244,URO JAMA,0,0,1,0,FMLR,FLA KEYS
504U,2009,9,22,1,25.5626167,-80.09575,15.7,8.4,8266638,SPGR_LR,4,12,0,735,ALU SPE.,0,0,1,0,FMLR,FLA KEYS
505U,2009,9,16,2,25.5926833,-80.09475,11.4,16.8,8266655,SPGR_LR,4,12,0,429,AST GUTT,0,0,1,0,FMLR,FLA KEYS
506U,2009,9,17,1,25.5764833,-80.0927333,15.7,15.2,8270396,SPGR_LR,4,12,0,214,MYC BONA,0,0,1,0,FMLR,FLA KEYS
507U,2009,5,28,1,25.6850667,-80.0883333,13.4,12.2,8277956,CONT_LR,4,12,0,205,HYP GEMM,0,0,1,0,FMLR,FLA KEYS
508U,2009,9,15,2,25.2922,-80.1639167,23.3,16.8,8138988,SPGR_HR,4,12,0,256,SER PHOE,0,0,1,0,HRRF,FLA KEYS
509U,2009,9,11,2,25.2936667,-80.1627667,21.6,15.2,8142739,SPGR_HR,4,12,0,422,HAR HUME,0,0,1,0,HRRF,FLA KEYS
510H,2009,9,11,2,25.2998167,-80.1581667,25.5,16,8150243,SPGR_LR,4,12,0,175,SCA COEL,0,0,1,0,FDLR,FLA KEYS
510U,2009,9,11,1,25.2992167,-80.159,26.8,13.7,8150242,SPGR_HR,4,12,0,132,LUT SYNA,0,0,1,0,HRRF,FLA KEYS
511U,2009,9,15,1,25.3851826,-80.1323493,18.1,9.9,8199040,SPGR_HR,4,12,0,247,ORT CHRY,0,0,1,0,HRRF,FLA KEYS
512U,2009,9,17,1,25.3932169,-80.1297289,18.9,9.6,8202794,SPGR_LR,4,12,0,750,OPI SPE.,0,0,1,0,FDLR,FLA KEYS
513U,2009,5,28,2,25.69685,-80.0972833,8.8,13.7,8259213,CONT_LR,4,12,0,16,BAL CAPR,0,0,1,0,FMLR,FLA KEYS
514U,2009,5,28,2,25.7054167,-80.099,6.3,12.2,8255467,CONT_LR,4,12,0,153,HOL CILI,33,0.5,1,0,FMLR,FLA KEYS
515U,2009,9,30,2,25.5134861,-80.0997077,17.8,15.2,8259111,SPGR_LR,4,12,0,212,HYP UNIC,12,1,1,0,FDLR,FLA KEYS
516U,2009,9,16,2,25.6063333,-80.09675,8.8,16,8262912,SPGR_LR,4,12,0,707,HOL SPE.,0,0,1,0,FMLR,FLA KEYS
517U,2009,9,16,1,25.6018833,-80.0928667,14.2,13,8270410,CONT_LR,4,12,0,268,ALB VULP,0,0,1,0,FMLR,FLA KEYS
518U,2009,9,16,1,25.6392,-80.0929333,12.2,10.7,8270431,SPGR_LR,4,12,0,702,SER SPE.,0,0,1,0,FMLR,FLA KEYS
519U,2009,5,27,1,25.7373333,-80.0897167,13.4,6.9,8274235,CONT_LR,4,12,0,702,SER SPE.,0,0,1,0,FMLR,FLA KEYS
520U,2009,5,27,1,25.7480167,-80.0895,11.6,8.4,8274241,CONT_LR,4,12,0,160,CHR INSO,0,0,1,0,FMLR,FLA KEYS
521U,2009,5,28,2,25.6815833,-80.08755,15.2,13.7,8277954,CONT_LR,4,12,0,72,COR DICR,0,0,1,0,FMLR,FLA KEYS
522U,2009,5,27,1,25.7319833,-80.0877,19.1,9.9,8277982,CONT_LR,4,12,0,256,SER PHOE,-9,0,1,0,FDLR,FLA KEYS
A11U,2009,9,1,1,24.5247167,-81.6479167,6.4,7.6,5329813,ISOL_MR,2,8,0,32,BOT OCEL,0,0,1,0,MCPR,FLA KEYS
A12U,2009,9,9,1,24.52695,-81.6307667,6.6,7.6,5363564,ISOL_MR,2,8,0,338,COR PUNC,0,0,1,0,MCPR,FLA KEYS
A13U,2009,9,9,2,24.5249167,-81.6302833,8.1,7.6,5363563,ISOL_MR,2,8,0,48,CHA CAPI,0,0,1,0,MCPR,FLA KEYS
A14U,2009,8,27,2,24.5779167,-81.44145,5.6,8.4,5723592,ISOL_MR,2,8,0,182,SPA AURO,5.5,2.25,1,0,MCPR,FLA KEYS
A17U,2009,8,11,2,24.50575,-81.7089,8.8,9.1,5213553,ISOL_MR,2,8,20,202,EPI MORI,0,0,1,1,MCPR,FLA KEYS
A21U,2009,8,14,1,24.4810333,-81.8820333,5.2,5,4887289,ISOL_MR,3,8,0,734,ACA SPE.,15,0.5,1,0,OFPR,FLA KEYS
A23U,2009,9,1,1,24.5020667,-81.6778833,8.1,8.4,5273550,ISOL_MR,3,8,0,14,ALU SCHO,0,0,1,0,OFPR,FLA KEYS
A24U,2009,8,27,2,24.5172,-81.6146333,7.6,8.4,5393559,ISOL_MR,3,8,0,252,MUR RETI,0,0,1,0,OFPR,FLA KEYS
A35U,2009,8,26,2,24.5201833,-81.5838667,8.2,7.6,5453560,CONT_LR,4,8,0,103,NEO MARI,0,0,1,0,FMLR,FLA KEYS
A58U,2009,6,29,2,24.45395,-81.8577667,4.6,6.9,4932274,SPGR_HR,4,8,22,281,NEG BREV,0,0,1,1,HRRF,FLA KEYS
A83U,2009,7,8,1,24.4549,-81.8808,5,8.1,4887275,ISOL_LR,4,8,23,156,POM PARU,0,0,1,1,FSLR,FLA KEYS
A88U,2009,8,27,1,24.4925,-81.6053167,20.7,15.2,5412295,SPGR_LR,4,8,0,124,THA BIFA,1,0.5,1,0,FDLR,FLA KEYS
A94U,2009,8,5,1,24.7160833,-80.93075,8.5,8.4,6694918,ISOL_MR,2,9,0,427,PRI PECT,0,0,1,0,MCPR,FLA KEYS
A96U,2009,8,31,2,24.7499,-80.9056167,6.4,6.1,6739937,ISOL_MR,2,9,0,724,LUT SPE.,0,0,1,0,MCPR,FLA KEYS
A98U,2009,9,11,1,24.6681333,-80.98095,6.6,15.2,6597392,ISOL_LR,4,9,0,427,PRI PECT,0,0,1,0,FMLR,FLA KEYS
B02U,2009,7,22,1,24.7371,-80.8091,6.7,7.6,6923680,ISOL_LR,4,9,0,72,COR DICR,0,0,1,0,FMLR,FLA KEYS
B03U,2009,9,17,1,24.75305,-80.7802667,7.6,18.3,6979939,ISOL_LR,4,9,0,7,ACA BAHI,13,1.5,1,0,FMLR,FLA KEYS
B18U,2009,8,21,2,24.60695,-81.1890833,8.2,14.5,6203608,RUBB_LR,4,9,0,9,ACA COER,3,0.5,1,0,FMLR,FLA KEYS
B37U,2009,9,17,2,24.7163167,-80.8253333,32.9,16.8,6893668,SPGR_LR,4,9,0,122,XYR SPLE,0,0,1,0,FDLR,FLA KEYS
B39U,2009,8,3,2,24.7573167,-80.7647333,10.2,13.7,7006191,SPGR_LR,4,9,0,706,HAE SPE.,2.5,12,1,0,FMLR,FLA KEYS
B40U,2009,8,31,1,24.6258167,-81.08995,23.6,12.2,6391118,SPGR_LR,4,9,0,98,HAE SCIU,22,0.5,1,0,FDLR,FLA KEYS
B41U,2009,9,11,2,24.6433333,-81.0215833,31.9,10.7,6522378,SPGR_LR,4,9,0,60,PAR MARN,0,0,1,0,FDLR,FLA KEYS
B42U,2009,8,3,1,24.7269,-80.8077333,23.2,12.2,6927424,SPGR_LR,4,9,0,122,XYR SPLE,0,0,1,0,FDLR,FLA KEYS
B44U,2009,8,11,1,24.9538167,-80.5477833,4.1,7.9,7418800,ISOL_MR,1,10,0,264,SPH TEST,0,0,1,0,INPR,FLA KEYS
B45U,2009,8,11,1,24.9502,-80.5504167,4.3,9.1,7411298,ISOL_MR,1,10,0,63,AST PUNC,0,0,1,0,INPR,FLA KEYS
B57U,2009,8,13,2,25.0219167,-80.42265,3.7,11.4,7655088,ISOL_MR,3,11,0,217,MYC PHEN,0,0,1,0,OFPR,FLA KEYS
B58U,2009,8,13,1,25.0077667,-80.4134667,9,17.5,7670080,ISOL_MR,3,11,0,305,EUT ALLE,0,0,1,0,OFPR,FLA KEYS
B59U,2009,9,2,1,25.0311833,-80.3621667,8.8,15.2,7767593,ISOL_MR,3,11,0,124,THA BIFA,10,0.5,1,0,OFPR,FLA KEYS
B60U,2009,8,13,2,25.0535167,-80.3607333,4.4,10.7,7771356,ISOL_MR,3,11,0,113,HAL BIVI,7.5,1.375,1,0,OFPR,FLA KEYS
B66U,2009,9,3,2,25.1263833,-80.26695,6.7,16.8,7947646,SPGR_LR,4,11,0,187,SPA VIRI,4,0.5,1,0,FMLR,FLA KEYS
B86U,2009,9,2,2,25.1219333,-80.2848333,7.6,11.4,7913894,ISOL_LR,4,11,0,173,CRY ROSE,5,1,1,0,FMLR,FLA KEYS
C08U,2009,9,14,2,25.19835,-80.22495,6.9,12.2,8026436,SPGR_HR,4,11,0,250,RHO AURO,0,0,1,0,HRRF,FLA KEYS
C17U,2009,7,8,2,24.9447333,-80.4701833,7.2,7.6,7565045,SPGR_LR,4,10,0,427,PRI PECT,0,0,1,0,FMLR,FLA KEYS
C31U,2009,9,2,2,25.0645667,-80.3261,11.3,10.7,7835112,CONT_LR,4,11,0,124,THA BIFA,6,22,1,0,FMLR,FLA KEYS
C45U,2009,5,29,1,25.7482833,-80.1064833,7.8,6.9,8244241,ISOL_LR,1,12,0,417,HET LONG,0,0,1,0,INPR,FLA KEYS
C69U,2009,9,30,1,25.5168912,-80.1113544,7.9,11.4,8236613,CONT_LR,4,12,0,112,DOR MEGA,0,0,1,0,FMLR,FLA KEYS
D01U,2009,8,13,1,24.459,-81.8458167,9.8,9.9,4954777,SPGR_HR,4,8,21,185,SPA RUBR,15,0.625,1,1,HRRF,FLA KEYS
401U,2010,7,14,1,24.5141,-81.94131,4.7,6.1,4774808,ISOL_MR,1,8,0,1,ANT OCEL,0,0,1,0,INPR,FLA KEYS
402U,2010,8,16,1,24.5568833,-81.6780167,3,6.1,5273581,ISOL_MR,1,8,0,31,BOT LUNA,0,0,1,0,INPR,FLA KEYS
404U,2010,11,17,1,24.6162333,-81.3905333,3.1,9.1,5821113,ISOL_MR,1,8,18,95,HAE MELA,0,0,1,1,INPR,FLA KEYS
405U,2010,11,17,1,24.6159167,-81.3881,4.6,9.1,5824863,ISOL_MR,1,8,18,95,HAE MELA,0,0,1,1,INPR,FLA KEYS
406U,2010,8,16,1,24.5537833,-81.6842,2.7,6.1,5262329,ISOL_MR,1,8,20,200,CEP FULV,0,0,1,1,INPR,FLA KEYS
408U,2010,7,14,1,24.47218,-81.94735,11.1,4.6,4759785,ISOL_MR,2,8,0,299,SYN SCOV,0,0,1,0,MCPR,FLA KEYS
409U,2010,7,14,2,24.47603,-81.9469,9.6,5.3,4763537,ISOL_MR,2,8,0,200,CEP FULV,0,0,1,0,MCPR,FLA KEYS
410U,2010,7,14,1,24.47837,-81.9477,7,6.1,4759788,ISOL_MR,2,8,0,56,HEM SIMU,0,0,1,0,MCPR,FLA KEYS
411U,2010,7,14,1,24.47836,-81.94296,7.3,6.1,4771038,ISOL_MR,2,8,0,147,ACA QUAD,0,0,1,0,MCPR,FLA KEYS
414U,2010,8,16,1,24.52485,-81.6344,3.5,4.1,5356063,ISOL_MR,2,8,0,299,SYN SCOV,0,0,1,0,MCPR,FLA KEYS
417U,2010,8,23,2,24.565,-81.4945,8.7,6.9,5622335,ISOL_MR,2,8,0,264,SPH TEST,0,0,1,0,MCPR,FLA KEYS
419U,2010,8,23,2,24.5654,-81.4747,7.6,6.9,5659835,ISOL_MR,2,8,0,247,ORT CHRY,0,0,1,0,MCPR,FLA KEYS
421U,2010,11,15,1,24.5030667,-81.7198167,10.8,4.8,5194801,ISOL_MR,2,8,20,186,PRO ACUL,0,0,1,1,MCPR,FLA KEYS
427U,2010,7,14,2,24.4638,-81.9061,9.8,5.3,4838530,ISOL_MR,3,8,0,124,THA BIFA,5,0.5,1,0,OFPR,FLA KEYS
428U,2010,7,14,2,24.46597,-81.89688,10.7,3.4,4857281,ISOL_MR,3,8,0,172,GIN CIRR,0,0,1,0,OFPR,FLA KEYS
429U,2010,7,14,2,24.47374,-81.89812,7.6,5.3,4853535,ISOL_MR,3,8,0,124,THA BIFA,6,1,1,0,OFPR,FLA KEYS
431U,2010,8,20,1,24.52074,-81.56332,9,10.7,5491060,ISOL_MR,3,8,0,74,COR GLAU,1.5,0.25,1,0,OFPR,FLA KEYS
432U,2010,8,20,2,24.52547,-81.53921,8.7,10.7,5536063,ISOL_MR,3,8,0,147,ACA QUAD,0,0,1,0,OFPR,FLA KEYS
433H,2010,8,23,2,24.56537,-81.39559,8.2,13.7,5809835,ISOL_MR,3,8,0,246,PRI HIPO,0,0,1,0,OFPR,FLA KEYS
436U,2010,11,17,1,24.5659833,-81.3905,7.6,10.7,5821085,ISOL_MR,3,8,17,444,AHL EGMO,0,0,1,1,OFPR,FLA KEYS
437U,2010,8,5,1,24.4889667,-81.7233667,11.3,5.6,5187293,ISOL_MR,3,8,20,178,SCA GUAC,0,0,1,1,OFPR,FLA KEYS
